population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,10,25-29 years,494,Stroke,3,Rate,2023,110.85301559475103,134.33380696536602,90.53356489486228
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,11,30-34 years,494,Stroke,3,Rate,2023,190.03252949360686,230.0726424458749,153.854310970438
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,11,30-34 years,494,Stroke,3,Rate,2023,177.01777397094878,221.8840222239101,138.8367128796186
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,11,30-34 years,494,Stroke,3,Rate,2023,183.73472595776477,216.84794625235807,154.51308214835393
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,12,35-39 years,494,Stroke,3,Rate,2023,322.3034632390271,394.6906390909459,262.6469950936569
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,12,35-39 years,494,Stroke,3,Rate,2023,241.88488052852793,290.94573629194514,194.77342325715614
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,12,35-39 years,494,Stroke,3,Rate,2023,283.0527804318659,340.5155115210521,242.46856635960964
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,13,40-44 years,494,Stroke,3,Rate,2023,523.1883721979146,626.1639715459245,445.50493487725345
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,13,40-44 years,494,Stroke,3,Rate,2023,332.301361485669,395.46756739270006,268.5148216049786
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,13,40-44 years,494,Stroke,3,Rate,2023,428.8990643724933,498.07588845197216,365.43915646272586
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,14,45-49 years,494,Stroke,3,Rate,2023,953.6892830869501,1096.8790142968464,830.5226124331334
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,14,45-49 years,494,Stroke,3,Rate,2023,536.9242092470955,629.996259105846,461.7103467464272
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,14,45-49 years,494,Stroke,3,Rate,2023,747.4853055744948,852.2418973264619,672.5452661123528
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,15,50-54 years,494,Stroke,3,Rate,2023,1913.233216583727,2173.1988388024497,1689.2287080665303
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,15,50-54 years,494,Stroke,3,Rate,2023,910.0117283903156,1026.3477558917216,787.1305325974469
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,15,50-54 years,494,Stroke,3,Rate,2023,1410.568275417304,1556.741889220184,1277.8939304388928
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,16,55-59 years,494,Stroke,3,Rate,2023,3115.750060334221,3520.8698803987118,2793.6951375817334
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,16,55-59 years,494,Stroke,3,Rate,2023,1223.4691504357122,1379.7523292392189,1051.8023033457903
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,16,55-59 years,494,Stroke,3,Rate,2023,2140.3095710023135,2363.2869819644666,1928.7111905518364
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,17,60-64 years,494,Stroke,3,Rate,2023,5124.596468616845,5636.445557100262,4581.619513317904
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,17,60-64 years,494,Stroke,3,Rate,2023,2221.2340356013638,2452.7443616275586,1981.680401689009
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,17,60-64 years,494,Stroke,3,Rate,2023,3553.488875877832,3865.6068064245555,3257.009997603552
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,18,65-69 years,494,Stroke,3,Rate,2023,7229.2550387358215,7899.256233753283,6662.177091595448
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,18,65-69 years,494,Stroke,3,Rate,2023,3280.4646647025584,3649.522540102177,2978.12782484186
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,18,65-69 years,494,Stroke,3,Rate,2023,4985.33388023531,5338.4225145650635,4609.743029800778
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,19,70-74 years,494,Stroke,3,Rate,2023,9127.309422554092,9855.809108803034,8398.4807876413
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,19,70-74 years,494,Stroke,3,Rate,2023,4668.973822234991,5065.800631988314,4285.5279992013375
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,19,70-74 years,494,Stroke,3,Rate,2023,6465.601085711467,6912.053329662354,6082.262232599485
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,20,75-79 years,494,Stroke,3,Rate,2023,11527.983497185527,12524.125201038367,10420.846040661134
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,20,75-79 years,494,Stroke,3,Rate,2023,7631.870127872297,8336.008882984026,6906.357485273786
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,20,75-79 years,494,Stroke,3,Rate,2023,9083.596917928993,9718.240071256932,8429.836729535995
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,28,<1 year,494,Stroke,3,Rate,2023,28.89008183691445,40.440946690927476,18.624657773495898
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,28,<1 year,494,Stroke,3,Rate,2023,20.054085713443012,28.839252338101996,13.150152744018179
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,28,<1 year,494,Stroke,3,Rate,2023,24.60578043465555,30.99314014281747,17.770887043180096
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,30,80-84 years,494,Stroke,3,Rate,2023,14757.769479938259,16186.794831219137,13398.815776573652
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,30,80-84 years,494,Stroke,3,Rate,2023,11109.357261094088,12174.845840542332,9844.742567437748
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,30,80-84 years,494,Stroke,3,Rate,2023,12298.218324307541,13268.425056765635,11127.760769610686
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,31,85-89 years,494,Stroke,3,Rate,2023,18286.474457666063,20396.77378724166,16419.62193420225
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,31,85-89 years,494,Stroke,3,Rate,2023,16306.113951366255,18224.891555097973,14178.587907107614
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,31,85-89 years,494,Stroke,3,Rate,2023,16855.516197573717,18382.34771647494,14828.22296316873
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,32,90-94 years,494,Stroke,3,Rate,2023,20424.57938730056,23535.620063840477,17704.806551494927
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,2,Female,32,90-94 years,494,Stroke,3,Rate,2023,23021.076122854167,25791.468884609843,18901.012111937976
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,3,Both,32,90-94 years,494,Stroke,3,Rate,2023,22355.918532166022,24648.942447480273,18851.707152277224
1,All Population,2,DALYs (Disability-Adjusted Life Years),48,Hungary,1,Male,34,2-4 years,494,Stroke,3,Rate,2023,9.446520978222033,11.903314880816596,7.3603863866156285
